X,Y,Z,formation
569420.2093383016,5262590.084813707,-743.5590081567946,Up_LFM
569515.6471813675,5262377.757231440,-731.9194866803557,Up_LFM
569646.8742155832,5262085.806805824,-772.6578118478917,Up_LFM
569727.9963821893,5261905.328360895,-819.2158977536467,Up_LFM
569821.0482791786,5261698.308968187,-877.413505135841,Up_LFM
569847.2936860217,5261639.918883064,-912.3320695651576,Up_LFM
563906.287955166,5274857.3108791495,-1796.9357017745078,Up_LFM
564898.841523052,5272649.1040235790,-1866.7728306331392,Up_LFM
565891.3950909378,5270440.897168008,-1866.7728306331392,Up_LFM
566826.6859529843,5268360.086861797,-1843.4937876802614,Up_LFM
567685.6265405779,5266449.138621399,-1494.3081433870975,Up_LFM
568563.6546967847,5264495.724864548,-958.8901554709109,Up_LFM
569174.4568924067,5263136.828338043,-120.84460916731405,Up_LFM
568744.98659861,5264092.30245824200,-1878.4123521095787,Up_LFM
568969.2655298149,5263593.332639915,-1715.4590514394351,Up_LFM
569327.1574413122,5262797.104206416,-1738.7380943923129,Up_LFM
569589.6115097436,5262213.203355184,-1878.4123521095787,Up_LFM
570200.4137053657,5260854.306828679,-2309.074646737816,Up_LFM
570606.024538396,5259951.9146040460,-2681.5393339838583,Up_LFM
570987.7759106599,5259102.604274980,-3030.724978277023,Up_LFM
571245.458086938,5258529.3198028610,-3298.433972235117,Up_LFM
571488.8245867562,5257987.884468081,-3589.4220091460875,Up_LFM
572490.9219389487,5255758.444854284,-3764.0148312926704,Up_LFM
573359.4063108489,5253826.263855659,-3857.131003104181,Up_LFM
574523.7479962535,5251235.867352009,-4089.9214326329584,Up_LFM
567747.6611385708,5266311.125692925,-2541.865076266592,Up_LFM
568148.5000794478,5265419.349847407,-2343.9932111671324,Up_LFM
568859.5120102891,5263837.509359522,-2390.551297072888,Up_LFM
569460.7704216046,5262499.845591243,-2483.6674688843977,Up_LFM
569832.9780095618,5261671.768020405,-2832.8531131775635,Up_LFM
570305.3953327383,5260620.746488186,-3158.7597145178506,Up_LFM
570543.9899404031,5260089.927532519,-3263.5154078058004,Up_LFM
570691.9185971555,5259760.819780006,-3275.154929282239,Up_LFM
563853.7971414798,5274974.091049396,-2477.8477081461883,Up_LFM
565127.8923464102,5272139.517826139,-2675.719573245649,Up_LFM
566401.9875513407,5269304.944602825,-2803.7543094864754,Up_LFM
567599.7324818185,5266640.233445439,-2989.986653109497,Up_LFM
568663.8644320039,5264272.780903168,-3141.3004323032023,Up_LFM
569699.3650292695,5261969.026635577,-3269.335168544027,Up_LFM
569818.662333102,5261703.6171577404,-3269.335168544027,Up_LFM
573459.7106663667,5261646.428303725,1300,Up_LFM
568571.3214901431,5259656.697398996,1300,Up_LFM
566155.3106963496,5258607.675586537,1300,Up_LFM
562859.0060715089,5257335.282212728,1300,Up_LFM
559177.7228093846,5255951.577842740,1300,Up_LFM
556761.7120155910,5254902.556030283,1300,Up_LFM
